transaction_id,date,month,month_number,year,merchant,description,category,subcategory,payment_method,amount,transaction_type,notes,is_recurring,weekday
TXN202500755,2025-02-16,February,2,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,Debit Card,403,debit,Lunch order,No,Sunday
TXN202501202,2025-02-16,February,2,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,UPI,133,debit,Evening coffee,No,Sunday
TXN202500044,2025-02-17,February,2,2025,Myntra,Myntra - Clothing,Shopping,Clothing,UPI,2442,debit,Personal item,No,Monday
TXN202500428,2025-02-17,February,2,2025,CCD,CCD - Snacks,Coffee,Snacks,UPI,622,debit,Work coffee,No,Monday
TXN202500797,2025-02-17,February,2,2025,Netflix,Netflix - Subscription,Bills & Utilities,Subscription,UPI,2691,debit,Utility payment,Yes,Monday
TXN202501179,2025-02-17,February,2,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,UPI,1385,debit,Office meal,No,Monday
TXN202500665,2025-02-18,February,2,2025,Blue Tokai,Blue Tokai - Snacks,Coffee,Snacks,UPI,669,debit,Work coffee,No,Tuesday
TXN202501133,2025-02-18,February,2,2025,Nykaa,Nykaa - Clothing,Shopping,Clothing,UPI,1293,debit,Online purchase,No,Tuesday
TXN202501464,2025-02-18,February,2,2025,BESCOM,BESCOM - Internet,Bills & Utilities,Internet,UPI,2981,debit,Utility payment,Yes,Tuesday
TXN202500262,2025-02-19,February,2,2025,Zepto,Zepto - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,1880,debit,Household items,No,Wednesday
TXN202500504,2025-02-19,February,2,2025,RedBus,RedBus - Metro,Transport,Metro,Debit Card,808,debit,Weekend travel,No,Wednesday
TXN202500699,2025-02-19,February,2,2025,Uber,Uber - Cab,Transport,Cab,Net Banking,127,debit,Local travel,No,Wednesday
TXN202501203,2025-02-19,February,2,2025,Spotify,Spotify - Electricity,Bills & Utilities,Electricity,Debit Card,509,debit,Utility payment,Yes,Wednesday
TXN202501243,2025-02-19,February,2,2025,Swiggy,Swiggy - Snacks,Food,Snacks,Credit Card,694,debit,Office meal,No,Wednesday
TXN202501270,2025-02-19,February,2,2025,Burger King,Burger King - Online Food,Food,Online Food,Net Banking,772,debit,Office meal,No,Wednesday
TXN202501274,2025-02-19,February,2,2025,Reliance Fresh,Reliance Fresh - Daily Essentials,Groceries,Daily Essentials,Wallet,1211,debit,Fresh produce,No,Wednesday
TXN202500619,2025-02-20,February,2,2025,Zepto,Zepto - Household,Groceries,Household,Debit Card,936,debit,Fresh produce,No,Thursday
TXN202500956,2025-02-20,February,2,2025,Spotify,Spotify - Mobile Recharge,Bills & Utilities,Mobile Recharge,Credit Card,368,debit,Subscription,Yes,Thursday
TXN202501100,2025-02-20,February,2,2025,Metro,Metro - Bike Taxi,Transport,Bike Taxi,UPI,745,debit,Weekend travel,No,Thursday
TXN202501299,2025-02-20,February,2,2025,Netmeds,Netmeds - Health Checkup,Health,Health Checkup,Wallet,3311,debit,Medicine purchase,No,Thursday
TXN202500626,2025-02-21,February,2,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,Net Banking,256,debit,Dinner,No,Friday
TXN202501153,2025-02-21,February,2,2025,CCD,CCD - Beverage,Coffee,Beverage,Debit Card,483,debit,Evening coffee,No,Friday
TXN202501246,2025-02-21,February,2,2025,Blue Tokai,Blue Tokai - Snacks,Coffee,Snacks,Net Banking,130,debit,Quick break,No,Friday
TXN202501545,2025-02-21,February,2,2025,CCD,CCD - Cafe,Coffee,Cafe,Credit Card,292,debit,Meeting,No,Friday
TXN202501598,2025-02-21,February,2,2025,Swiggy,Swiggy - Snacks,Food,Snacks,UPI,491,debit,Lunch order,No,Friday
TXN202500098,2025-02-22,February,2,2025,Steam,Steam - OTT,Entertainment,OTT,Credit Card,2003,debit,Game purchase,No,Saturday
TXN202500211,2025-02-22,February,2,2025,Nykaa,Nykaa - Clothing,Shopping,Clothing,UPI,2925,debit,Personal item,No,Saturday
TXN202501365,2025-02-22,February,2,2025,Unacademy,Unacademy - Stationery,Education,Stationery,UPI,2883,debit,Course fee,No,Saturday
TXN202501451,2025-02-22,February,2,2025,IRCTC,IRCTC - Metro,Transport,Metro,UPI,863,debit,Airport/Station trip,No,Saturday
TXN202500459,2025-02-23,February,2,2025,Netmeds,Netmeds - Health Checkup,Health,Health Checkup,Debit Card,2069,debit,Doctor consultation,No,Sunday
TXN202500666,2025-02-23,February,2,2025,Zomato,Zomato - Online Food,Food,Online Food,Debit Card,948,debit,Weekend food,No,Sunday
TXN202501426,2025-02-23,February,2,2025,Starbucks,Starbucks - Snacks,Coffee,Snacks,Wallet,541,debit,Work coffee,No,Sunday
TXN202501467,2025-02-23,February,2,2025,Cashback,Cashback - Freelance,Income,Freelance,UPI,882,credit,Cashback credited,No,Sunday
TXN202500285,2025-02-24,February,2,2025,PharmEasy,PharmEasy - Health Checkup,Health,Health Checkup,Credit Card,5373,debit,Health essentials,No,Monday
TXN202500330,2025-02-24,February,2,2025,Practo,Practo - Consultation,Health,Consultation,UPI,5197,debit,Health essentials,No,Monday
TXN202500700,2025-02-24,February,2,2025,Uber,Uber - Cab,Transport,Cab,Credit Card,2383,debit,Weekend travel,No,Monday
TXN202501336,2025-02-24,February,2,2025,Haldiram's,Haldiram's - Online Food,Food,Online Food,UPI,540,debit,Dinner,No,Monday
TXN202501587,2025-02-24,February,2,2025,Myntra,Myntra - Online Shopping,Shopping,Online Shopping,Debit Card,8625,debit,Personal item,No,Monday
TXN202500082,2025-02-25,February,2,2025,Metro,Metro - Bus,Transport,Bus,Debit Card,2024,debit,Local travel,No,Tuesday
TXN202500358,2025-02-25,February,2,2025,Netflix,Netflix - Internet,Bills & Utilities,Internet,UPI,511,debit,Utility payment,No,Tuesday
TXN202500732,2025-02-25,February,2,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,Wallet,186,debit,Meeting,No,Tuesday
TXN202500939,2025-02-25,February,2,2025,Chaayos,Chaayos - Snacks,Coffee,Snacks,UPI,293,debit,Work coffee,No,Tuesday
TXN202500955,2025-02-25,February,2,2025,McDonalds,McDonalds - Snacks,Food,Snacks,UPI,425,debit,Lunch order,No,Tuesday
TXN202501318,2025-02-25,February,2,2025,Cashback,Cashback - Freelance,Income,Freelance,UPI,1877,credit,Monthly income,Yes,Tuesday
TXN202501641,2025-02-25,February,2,2025,DMart,DMart - Monthly Grocery,Groceries,Monthly Grocery,UPI,2151,debit,Household items,No,Tuesday
TXN202500217,2025-02-26,February,2,2025,Jio,Jio - Internet,Bills & Utilities,Internet,UPI,2102,debit,Utility payment,No,Wednesday
TXN202500875,2025-02-26,February,2,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,Debit Card,1888,debit,Household items,No,Wednesday
TXN202500892,2025-02-26,February,2,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,UPI,1685,debit,Monthly essentials,No,Wednesday
TXN202500962,2025-02-26,February,2,2025,Rapido,Rapido - Bus,Transport,Bus,Debit Card,2082,debit,Local travel,No,Wednesday
TXN202501479,2025-02-26,February,2,2025,McDonalds,McDonalds - Fast Food,Food,Fast Food,UPI,1125,debit,Late night order,No,Wednesday
TXN202501492,2025-02-26,February,2,2025,Starbucks,Starbucks - Snacks,Coffee,Snacks,Debit Card,291,debit,Quick break,No,Wednesday
TXN202501629,2025-02-26,February,2,2025,Stationery Shop,Stationery Shop - Stationery,Education,Stationery,UPI,4571,debit,Course fee,No,Wednesday
TXN202500481,2025-02-27,February,2,2025,Blinkit,Blinkit - Monthly Grocery,Groceries,Monthly Grocery,Wallet,1077,debit,Fresh produce,No,Thursday
TXN202500535,2025-02-27,February,2,2025,PlayStation Store,PlayStation Store - Movie,Entertainment,Movie,UPI,2881,debit,Game purchase,No,Thursday
TXN202500687,2025-02-27,February,2,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,UPI,715,debit,Late night order,No,Thursday
TXN202501021,2025-02-27,February,2,2025,PVR,PVR - Movie,Entertainment,Movie,UPI,1033,debit,Game purchase,No,Thursday
TXN202500186,2025-02-28,February,2,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,Net Banking,4019,debit,Fresh produce,No,Friday
TXN202500756,2025-02-28,February,2,2025,Croma,Croma - Personal Care,Shopping,Personal Care,UPI,11887,debit,Replacement item,No,Friday
TXN202500967,2025-02-28,February,2,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,3710,debit,Household items,No,Friday
TXN202501020,2025-03-01,March,3,2025,Cashback,Cashback - Salary,Income,Salary,Credit Card,2397,credit,Freelance payout,Yes,Saturday
TXN202500120,2025-03-02,March,3,2025,Flipkart,Flipkart - Accessories,Shopping,Accessories,Wallet,5080,debit,Personal item,No,Sunday
TXN202500237,2025-03-02,March,3,2025,Dominos,Dominos - Snacks,Food,Snacks,UPI,734,debit,Office meal,No,Sunday
TXN202500416,2025-03-02,March,3,2025,Airtel,Airtel - Internet,Bills & Utilities,Internet,Net Banking,2377,debit,Monthly bill,Yes,Sunday
TXN202500760,2025-03-02,March,3,2025,Netmeds,Netmeds - Medicine,Health,Medicine,Credit Card,2193,debit,Medicine purchase,No,Sunday
TXN202501155,2025-03-02,March,3,2025,Zomato,Zomato - Fast Food,Food,Fast Food,UPI,924,debit,Weekend food,No,Sunday
TXN202501312,2025-03-02,March,3,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,UPI,154,debit,Late night order,No,Sunday
TXN202501321,2025-03-02,March,3,2025,DMart,DMart - Household,Groceries,Household,Net Banking,4449,debit,Household items,No,Sunday
TXN202501340,2025-03-02,March,3,2025,Apollo Pharmacy,Apollo Pharmacy - Wellness,Health,Wellness,UPI,4247,debit,Medicine purchase,No,Sunday
TXN202500036,2025-03-03,March,3,2025,Stationery Shop,Stationery Shop - Books,Education,Books,Credit Card,475,debit,Study material,No,Monday
TXN202500094,2025-03-03,March,3,2025,Myntra,Myntra - Clothing,Shopping,Clothing,Debit Card,11606,debit,Sale purchase,No,Monday
TXN202500183,2025-03-03,March,3,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,UPI,320,debit,Quick break,No,Monday
TXN202500414,2025-03-03,March,3,2025,CCD,CCD - Snacks,Coffee,Snacks,UPI,433,debit,Quick break,No,Monday
TXN202500477,2025-03-03,March,3,2025,Amazon Kindle,Amazon Kindle - Books,Education,Books,Wallet,1519,debit,Course fee,No,Monday
TXN202500648,2025-03-03,March,3,2025,Ajio,Ajio - Personal Care,Shopping,Personal Care,Debit Card,492,debit,Sale purchase,No,Monday
TXN202500688,2025-03-03,March,3,2025,Blinkit,Blinkit - Monthly Grocery,Groceries,Monthly Grocery,Wallet,6001,debit,Grocery refill,No,Monday
TXN202500716,2025-03-03,March,3,2025,PVR,PVR - Movie,Entertainment,Movie,Credit Card,2788,debit,Event ticket,No,Monday
TXN202500927,2025-03-03,March,3,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,Net Banking,873,debit,Grocery refill,No,Monday
TXN202500985,2025-03-03,March,3,2025,IRCTC,IRCTC - Bus,Transport,Bus,UPI,1192,debit,Office commute,No,Monday
TXN202501205,2025-03-03,March,3,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,UPI,180,debit,Office meal,No,Monday
TXN202501461,2025-03-03,March,3,2025,Zomato,Zomato - Restaurant,Food,Restaurant,Credit Card,634,debit,Late night order,No,Monday
TXN202500157,2025-03-04,March,3,2025,Amazon Kindle,Amazon Kindle - Online Course,Education,Online Course,Debit Card,5406,debit,Study material,No,Tuesday
TXN202500241,2025-03-04,March,3,2025,Freelance Payment,Freelance Payment - Freelance,Income,Freelance,Net Banking,3861,credit,Cashback credited,No,Tuesday
TXN202500683,2025-03-04,March,3,2025,Freelance Payment,Freelance Payment - Cashback,Income,Cashback,Debit Card,17514,credit,Refund received,No,Tuesday
TXN202500768,2025-03-04,March,3,2025,Myntra,Myntra - Personal Care,Shopping,Personal Care,Credit Card,8894,debit,Sale purchase,No,Tuesday
TXN202501247,2025-03-04,March,3,2025,INOX,INOX - Gaming,Entertainment,Gaming,UPI,2731,debit,Event ticket,No,Tuesday
TXN202501284,2025-03-04,March,3,2025,Chaayos,Chaayos - Cafe,Coffee,Cafe,Debit Card,292,debit,Work coffee,No,Tuesday
TXN202501561,2025-03-04,March,3,2025,Amazon,Amazon - Personal Care,Shopping,Personal Care,Wallet,3671,debit,Replacement item,No,Tuesday
TXN202501590,2025-03-04,March,3,2025,Steam,Steam - Movie,Entertainment,Movie,Credit Card,2899,debit,Event ticket,No,Tuesday
TXN202500227,2025-03-05,March,3,2025,BESCOM,BESCOM - Subscription,Bills & Utilities,Subscription,Debit Card,3316,debit,Recharge,No,Wednesday
TXN202501402,2025-03-05,March,3,2025,Cashback,Cashback - Salary,Income,Salary,UPI,1274,credit,Freelance payout,Yes,Wednesday
TXN202501576,2025-03-05,March,3,2025,More Supermarket,More Supermarket - Fruits & Vegetables,Groceries,Fruits & Vegetables,Net Banking,6249,debit,Household items,No,Wednesday
TXN202500080,2025-03-06,March,3,2025,Uber,Uber - Bus,Transport,Bus,Wallet,1078,debit,Weekend travel,No,Thursday
TXN202500128,2025-03-06,March,3,2025,IRCTC,IRCTC - Metro,Transport,Metro,Cash,2175,debit,Office commute,No,Thursday
TXN202501075,2025-03-06,March,3,2025,IRCTC,IRCTC - Metro,Transport,Metro,UPI,1337,debit,Weekend travel,No,Thursday
TXN202501218,2025-03-06,March,3,2025,Chaayos,Chaayos - Snacks,Coffee,Snacks,Net Banking,372,debit,Quick break,No,Thursday
TXN202501323,2025-03-06,March,3,2025,Burger King,Burger King - Online Food,Food,Online Food,Debit Card,634,debit,Lunch order,No,Thursday
TXN202500075,2025-03-07,March,3,2025,Salary Credit,Salary Credit - Cashback,Income,Cashback,Credit Card,46776,credit,Monthly income,No,Friday
TXN202500440,2025-03-07,March,3,2025,Third Wave Coffee,Third Wave Coffee - Cafe,Coffee,Cafe,UPI,251,debit,Quick break,No,Friday
TXN202501016,2025-03-07,March,3,2025,Metro,Metro - Metro,Transport,Metro,Wallet,1018,debit,Weekend travel,No,Friday
TXN202501252,2025-03-07,March,3,2025,Uber,Uber - Metro,Transport,Metro,Net Banking,2411,debit,Local travel,No,Friday
TXN202501371,2025-03-07,March,3,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,UPI,1018,debit,Office meal,No,Friday
TXN202501434,2025-03-07,March,3,2025,Tata 1mg,Tata 1mg - Consultation,Health,Consultation,UPI,2726,debit,Health essentials,No,Friday
TXN202500245,2025-03-08,March,3,2025,BigBasket,BigBasket - Monthly Grocery,Groceries,Monthly Grocery,Credit Card,2741,debit,Grocery refill,No,Saturday
TXN202500254,2025-03-08,March,3,2025,Google One,Google One - Mobile Recharge,Bills & Utilities,Mobile Recharge,UPI,3970,debit,Monthly bill,Yes,Saturday
TXN202500514,2025-03-08,March,3,2025,Chaayos,Chaayos - Snacks,Coffee,Snacks,UPI,111,debit,Meeting,No,Saturday
TXN202500859,2025-03-08,March,3,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,Net Banking,220,debit,Quick break,No,Saturday
TXN202501007,2025-03-08,March,3,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Wallet,2568,debit,Grocery refill,No,Saturday
TXN202501057,2025-03-08,March,3,2025,Zomato,Zomato - Snacks,Food,Snacks,UPI,1001,debit,Office meal,No,Saturday
TXN202501534,2025-03-08,March,3,2025,Nykaa,Nykaa - Online Shopping,Shopping,Online Shopping,UPI,10415,debit,Replacement item,No,Saturday
TXN202500040,2025-03-09,March,3,2025,Apollo Pharmacy,Apollo Pharmacy - Consultation,Health,Consultation,UPI,1412,debit,Doctor consultation,No,Sunday
TXN202500720,2025-03-09,March,3,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,Credit Card,2400,debit,Monthly essentials,No,Sunday
TXN202500827,2025-03-09,March,3,2025,Myntra,Myntra - Personal Care,Shopping,Personal Care,UPI,2126,debit,Sale purchase,No,Sunday
TXN202501599,2025-03-09,March,3,2025,IRCTC,IRCTC - Train,Transport,Train,Cash,1471,debit,Local travel,No,Sunday
TXN202500042,2025-03-10,March,3,2025,Swiggy,Swiggy - Fast Food,Food,Fast Food,UPI,1388,debit,Dinner,No,Monday
TXN202500486,2025-03-10,March,3,2025,More Supermarket,More Supermarket - Household,Groceries,Household,Debit Card,2878,debit,Fresh produce,No,Monday
TXN202500610,2025-03-10,March,3,2025,Amazon,Amazon - Online Shopping,Shopping,Online Shopping,UPI,3024,debit,Personal item,No,Monday
TXN202500864,2025-03-10,March,3,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,Debit Card,473,debit,Work coffee,No,Monday
TXN202500076,2025-03-11,March,3,2025,PVR,PVR - Movie,Entertainment,Movie,UPI,1539,debit,OTT plan,No,Tuesday
TXN202500224,2025-03-11,March,3,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,UPI,239,debit,Work coffee,No,Tuesday
TXN202500350,2025-03-11,March,3,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,Net Banking,3362,debit,Fresh produce,No,Tuesday
TXN202500375,2025-03-11,March,3,2025,McDonalds,McDonalds - Snacks,Food,Snacks,UPI,1157,debit,Office meal,No,Tuesday
TXN202500384,2025-03-11,March,3,2025,Amazon Kindle,Amazon Kindle - Online Course,Education,Online Course,Wallet,5523,debit,Course fee,No,Tuesday
TXN202500489,2025-03-11,March,3,2025,Google One,Google One - Mobile Recharge,Bills & Utilities,Mobile Recharge,UPI,1793,debit,Monthly bill,Yes,Tuesday
TXN202500677,2025-03-11,March,3,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,Credit Card,707,debit,Late night order,No,Tuesday
TXN202500879,2025-03-11,March,3,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,UPI,335,debit,Meeting,No,Tuesday
TXN202501195,2025-03-11,March,3,2025,More Supermarket,More Supermarket - Household,Groceries,Household,Credit Card,808,debit,Monthly essentials,No,Tuesday
TXN202500014,2025-03-12,March,3,2025,Uber,Uber - Cab,Transport,Cab,Cash,586,debit,Airport/Station trip,No,Wednesday
TXN202500215,2025-03-12,March,3,2025,Blue Tokai,Blue Tokai - Snacks,Coffee,Snacks,Net Banking,607,debit,Weekend cafe,No,Wednesday
TXN202500399,2025-03-12,March,3,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,UPI,319,debit,Grocery refill,No,Wednesday
TXN202500444,2025-03-12,March,3,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,Credit Card,409,debit,Household items,No,Wednesday
TXN202500625,2025-03-12,March,3,2025,Prime Video,Prime Video - Movie,Entertainment,Movie,Debit Card,2028,debit,OTT plan,No,Wednesday
TXN202500816,2025-03-12,March,3,2025,Ajio,Ajio - Accessories,Shopping,Accessories,Cash,11692,debit,Replacement item,No,Wednesday
TXN202501091,2025-03-12,March,3,2025,Rapido,Rapido - Train,Transport,Train,Debit Card,1172,debit,Office commute,No,Wednesday
TXN202501470,2025-03-12,March,3,2025,Uber,Uber - Bike Taxi,Transport,Bike Taxi,UPI,2090,debit,Airport/Station trip,No,Wednesday
TXN202501511,2025-03-12,March,3,2025,RedBus,RedBus - Metro,Transport,Metro,Credit Card,1644,debit,Airport/Station trip,No,Wednesday
TXN202500029,2025-03-13,March,3,2025,Zepto,Zepto - Household,Groceries,Household,UPI,867,debit,Household items,No,Thursday
TXN202500374,2025-03-13,March,3,2025,McDonalds,McDonalds - Online Food,Food,Online Food,Cash,169,debit,Office meal,No,Thursday
TXN202500600,2025-03-13,March,3,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Debit Card,4210,debit,Fresh produce,No,Thursday
TXN202501174,2025-03-13,March,3,2025,Ola,Ola - Metro,Transport,Metro,Wallet,1184,debit,Weekend travel,No,Thursday
TXN202501360,2025-03-13,March,3,2025,IRCTC,IRCTC - Train,Transport,Train,Net Banking,1858,debit,Local travel,No,Thursday
TXN202500454,2025-03-14,March,3,2025,Spotify,Spotify - Internet,Bills & Utilities,Internet,Wallet,3209,debit,Utility payment,No,Friday
TXN202500753,2025-03-14,March,3,2025,RedBus,RedBus - Train,Transport,Train,UPI,775,debit,Local travel,No,Friday
TXN202501289,2025-03-14,March,3,2025,Zomato,Zomato - Fast Food,Food,Fast Food,Credit Card,592,debit,Late night order,No,Friday
TXN202501413,2025-03-14,March,3,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,UPI,544,debit,Quick break,No,Friday
TXN202501524,2025-03-14,March,3,2025,Netflix,Netflix - Electricity,Bills & Utilities,Electricity,UPI,1790,debit,Utility payment,Yes,Friday
TXN202500219,2025-03-15,March,3,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,UPI,1003,debit,Dinner,No,Saturday
TXN202500815,2025-03-15,March,3,2025,Ajio,Ajio - Accessories,Shopping,Accessories,Wallet,2523,debit,Online purchase,No,Saturday
TXN202500951,2025-03-15,March,3,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,Debit Card,1632,debit,Monthly essentials,No,Saturday
TXN202501585,2025-03-15,March,3,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,UPI,445,debit,Weekend cafe,No,Saturday
TXN202500559,2025-03-16,March,3,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,UPI,411,debit,Meeting,No,Sunday
